hero1,hero2
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
LOKI [ASGARDIAN],HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,LOKI [ASGARDIAN]
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
ODIN [ASGARDIAN],LOKI [ASGARDIAN]
WONG,DR. STRANGE/STEPHEN 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,HAWK
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,HAWK
HAWK,ANT-MAN/DR. HENRY J.
CAPTAIN MARVEL/CAPTA,THANOS
THANOS,DRAX/ARTHUR DOUGLAS
THANOS,CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL/CAPTA,DRAX/ARTHUR DOUGLAS
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,THANOS
CAPTAIN AMERICA,DRAX/ARTHUR DOUGLAS
CAPTAIN AMERICA,CAPTAIN MARVEL/CAPTA
CAPTAIN AMERICA,VISION 
VISION ,BLACK PANTHER/T'CHAL
VISION ,SCARLET WITCH/WANDA 
VISION ,IRON MAN/TONY STARK 
VISION ,THANOS
VISION ,DRAX/ARTHUR DOUGLAS
VISION ,CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL/CAPTA,BLACK PANTHER/T'CHAL
CAPTAIN MARVEL/CAPTA,SCARLET WITCH/WANDA 
CAPTAIN MARVEL/CAPTA,IRON MAN/TONY STARK 
CAPTAIN MARVEL/CAPTA,THANOS
CAPTAIN MARVEL/CAPTA,DRAX/ARTHUR DOUGLAS
DRAX/ARTHUR DOUGLAS,BLACK PANTHER/T'CHAL
DRAX/ARTHUR DOUGLAS,SCARLET WITCH/WANDA 
DRAX/ARTHUR DOUGLAS,IRON MAN/TONY STARK 
DRAX/ARTHUR DOUGLAS,THANOS
THANOS,BLACK PANTHER/T'CHAL
THANOS,SCARLET WITCH/WANDA 
THANOS,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,BLACK PANTHER/T'CHAL
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,BLACK PANTHER/T'CHAL
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,SPIDER-MAN/PETER PAR
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,ANT-MAN/DR. HENRY J.
WONG,DR. STRANGE/STEPHEN 
WONG,ANCIENT ONE
WONG,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,DR. STRANGE/STEPHEN 
SPIDER-MAN/PETER PAR,ANCIENT ONE
ANCIENT ONE,DR. STRANGE/STEPHEN 
WONG,DR. STRANGE/STEPHEN 
ANT-MAN/DR. HENRY J.,VISION 
VULTURE/ADRIAN TOOME,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,VULTURE/ADRIAN TOOME
SPIDER-MAN/PETER PAR,VULTURE/ADRIAN TOOME
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
HELA [ASGARDIAN],LOKI [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],LOKI [ASGARDIAN]
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
CAPTAIN AMERICA,BUCKY/BUCKY BARNES
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
HAWK,THOR/DR. DONALD BLAK
HAWK,ANT-MAN/DR. HENRY J.
HAWK,IRON MAN/TONY STARK 
HAWK,SPIDER-MAN/PETER PAR
HAWK,SCARLET WITCH/WANDA 
HAWK,WASP/JANET VAN DYNE 
HAWK,CAPTAIN AMERICA
HAWK,"FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ",THOR/DR. DONALD BLAK
"FURY, COL. NICHOLAS ",ANT-MAN/DR. HENRY J.
"FURY, COL. NICHOLAS ",IRON MAN/TONY STARK 
"FURY, COL. NICHOLAS ",SPIDER-MAN/PETER PAR
"FURY, COL. NICHOLAS ",SCARLET WITCH/WANDA 
"FURY, COL. NICHOLAS ",WASP/JANET VAN DYNE 
"FURY, COL. NICHOLAS ",CAPTAIN AMERICA
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,SPIDER-MAN/PETER PAR
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,THOR/DR. DONALD BLAK
SPIDER-MAN/PETER PAR,ANT-MAN/DR. HENRY J.
SPIDER-MAN/PETER PAR,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
DR. STRANGE/STEPHEN ,WONG
VULTURE/ADRIAN TOOME,SPIDER-MAN/PETER PAR
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
CAPTAIN AMERICA,FALCON/SAM WILSON
CAPTAIN AMERICA,"CARTER, SHARON"
CAPTAIN AMERICA,"CARTER, PEGGY"
"CARTER, PEGGY",FALCON/SAM WILSON
"CARTER, PEGGY","CARTER, SHARON"
"CARTER, SHARON",FALCON/SAM WILSON
"CARTER, SHARON","CARTER, PEGGY"
"CARTER, SHARON",CAPTAIN AMERICA
"CARTER, SHARON",FALCON/SAM WILSON
FALCON/SAM WILSON,"CARTER, PEGGY"
FALCON/SAM WILSON,CAPTAIN AMERICA
CAPTAIN AMERICA,"CARTER, PEGGY"
FALCON/SAM WILSON,"FURY, COL. NICHOLAS "
FALCON/SAM WILSON,CAPTAIN AMERICA
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
FALCON/SAM WILSON,BLACK PANTHER/T'CHAL
FALCON/SAM WILSON,CAPTAIN AMERICA
FALCON/SAM WILSON,"CARTER, SHARON"
"CARTER, SHARON",BLACK PANTHER/T'CHAL
"CARTER, SHARON",CAPTAIN AMERICA
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,HAWK
HAWK,SCARLET WITCH/WANDA 
HAWK,CAPTAIN AMERICA
HAWK,THOR/DR. DONALD BLAK
HAWK,IRON MAN/TONY STARK 
HAWK,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA 
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA 
THOR/DR. DONALD BLAK,HAWK
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,HAWK
HAWK,WASP/JANET VAN DYNE 
HAWK,ANT-MAN/DR. HENRY J.
HAWK,CAPTAIN AMERICA
HAWK,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,HULK III/BRUCE BANNE
IRON MAN/TONY STARK ,HULK III/BRUCE BANNE
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,HULK III/BRUCE BANNE
HULK III/BRUCE BANNE,CAPTAIN AMERICA
HULK III/BRUCE BANNE,IRON MAN/TONY STARK 
HULK III/BRUCE BANNE,IRON MAN/TONY STARK 
CAPTAIN AMERICA,"CARTER, PEGGY"
"CARTER, PEGGY",CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,"CARTER, PEGGY"
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,VISION 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,BLACK WIDOW/NATASHA 
ANT-MAN/DR. HENRY J.,HAWK
ANT-MAN/DR. HENRY J.,FALCON/SAM WILSON
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,"CARTER, PEGGY"
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,VISION 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,BLACK WIDOW/NATASHA 
THOR/DR. DONALD BLAK,HAWK
THOR/DR. DONALD BLAK,FALCON/SAM WILSON
FALCON/SAM WILSON,"CARTER, PEGGY"
FALCON/SAM WILSON,WASP/JANET VAN DYNE 
FALCON/SAM WILSON,CAPTAIN AMERICA
FALCON/SAM WILSON,VISION 
FALCON/SAM WILSON,IRON MAN/TONY STARK 
FALCON/SAM WILSON,BLACK WIDOW/NATASHA 
FALCON/SAM WILSON,HAWK
HAWK,"CARTER, PEGGY"
HAWK,WASP/JANET VAN DYNE 
HAWK,CAPTAIN AMERICA
HAWK,VISION 
HAWK,IRON MAN/TONY STARK 
HAWK,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,"CARTER, PEGGY"
BLACK WIDOW/NATASHA ,WASP/JANET VAN DYNE 
BLACK WIDOW/NATASHA ,CAPTAIN AMERICA
BLACK WIDOW/NATASHA ,VISION 
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,"CARTER, PEGGY"
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,VISION 
VISION ,"CARTER, PEGGY"
VISION ,WASP/JANET VAN DYNE 
VISION ,CAPTAIN AMERICA
CAPTAIN AMERICA,"CARTER, PEGGY"
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,"CARTER, PEGGY"
ANCIENT ONE,DR. STRANGE/STEPHEN 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,"KINCAID, DR. JANE FO"
"KINCAID, DR. JANE FO",ANT-MAN/DR. HENRY J.
"KINCAID, DR. JANE FO",CAPTAIN AMERICA
"KINCAID, DR. JANE FO",WASP/JANET VAN DYNE 
"KINCAID, DR. JANE FO",IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,SPIDER-MAN/PETER PAR
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,"KINCAID, DR. JANE FO"
"KINCAID, DR. JANE FO",SPIDER-MAN/PETER PAR
"KINCAID, DR. JANE FO",THOR/DR. DONALD BLAK
"KINCAID, DR. JANE FO",IRON MAN/TONY STARK 
"KINCAID, DR. JANE FO",WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,SPIDER-MAN/PETER PAR
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,ODIN [ASGARDIAN]
ANT-MAN/DR. HENRY J.,"KINCAID, DR. JANE FO"
ANT-MAN/DR. HENRY J.,LOKI [ASGARDIAN]
LOKI [ASGARDIAN],WASP/JANET VAN DYNE 
LOKI [ASGARDIAN],IRON MAN/TONY STARK 
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
LOKI [ASGARDIAN],ODIN [ASGARDIAN]
LOKI [ASGARDIAN],"KINCAID, DR. JANE FO"
"KINCAID, DR. JANE FO",WASP/JANET VAN DYNE 
"KINCAID, DR. JANE FO",IRON MAN/TONY STARK 
"KINCAID, DR. JANE FO",THOR/DR. DONALD BLAK
"KINCAID, DR. JANE FO",ODIN [ASGARDIAN]
ODIN [ASGARDIAN],WASP/JANET VAN DYNE 
ODIN [ASGARDIAN],IRON MAN/TONY STARK 
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,CAPTAIN AMERICA
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,ODIN [ASGARDIAN]
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,LOKI [ASGARDIAN]
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,ODIN [ASGARDIAN]
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,LOKI [ASGARDIAN]
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,ODIN [ASGARDIAN]
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,LOKI [ASGARDIAN]
LOKI [ASGARDIAN],ANT-MAN/DR. HENRY J.
LOKI [ASGARDIAN],ODIN [ASGARDIAN]
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
ODIN [ASGARDIAN],ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,BUCKY/BUCKY BARNES
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,BUCKY/BUCKY BARNES
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,BUCKY/BUCKY BARNES
BUCKY/BUCKY BARNES,CAPTAIN AMERICA
BUCKY/BUCKY BARNES,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
"KINCAID, DR. JANE FO",WASP/JANET VAN DYNE 
"KINCAID, DR. JANE FO","BANNER, BETTY ROSS T"
"KINCAID, DR. JANE FO",CAPTAIN AMERICA
"KINCAID, DR. JANE FO",IRON MAN/TONY STARK 
"KINCAID, DR. JANE FO",THOR/DR. DONALD BLAK
"KINCAID, DR. JANE FO",ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,"BANNER, BETTY ROSS T"
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,"BANNER, BETTY ROSS T"
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,"BANNER, BETTY ROSS T"
IRON MAN/TONY STARK ,CAPTAIN AMERICA
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,"BANNER, BETTY ROSS T"
"BANNER, BETTY ROSS T",WASP/JANET VAN DYNE 
WHIPLASH/MARK SCARLO,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
WAR MACHINE II/PARNE,IRON MAN/TONY STARK 
DR. STRANGE/STEPHEN ,THANOS
DR. STRANGE/STEPHEN ,ANT-MAN/DR. HENRY J.
DR. STRANGE/STEPHEN ,DRAX/ARTHUR DOUGLAS
DR. STRANGE/STEPHEN ,GAMORA
DR. STRANGE/STEPHEN ,VISION 
DR. STRANGE/STEPHEN ,IRON MAN/TONY STARK 
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR
DR. STRANGE/STEPHEN ,SCARLET WITCH/WANDA 
DR. STRANGE/STEPHEN ,BLACK WIDOW/NATASHA 
DR. STRANGE/STEPHEN ,CAPTAIN AMERICA
CAPTAIN AMERICA,THANOS
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,DRAX/ARTHUR DOUGLAS
CAPTAIN AMERICA,GAMORA
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,THANOS
BLACK WIDOW/NATASHA ,ANT-MAN/DR. HENRY J.
BLACK WIDOW/NATASHA ,DRAX/ARTHUR DOUGLAS
BLACK WIDOW/NATASHA ,GAMORA
BLACK WIDOW/NATASHA ,VISION 
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
BLACK WIDOW/NATASHA ,SPIDER-MAN/PETER PAR
BLACK WIDOW/NATASHA ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,THANOS
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,DRAX/ARTHUR DOUGLAS
SCARLET WITCH/WANDA ,GAMORA
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,THANOS
SPIDER-MAN/PETER PAR,ANT-MAN/DR. HENRY J.
SPIDER-MAN/PETER PAR,DRAX/ARTHUR DOUGLAS
SPIDER-MAN/PETER PAR,GAMORA
SPIDER-MAN/PETER PAR,VISION 
SPIDER-MAN/PETER PAR,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THANOS
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,DRAX/ARTHUR DOUGLAS
IRON MAN/TONY STARK ,GAMORA
IRON MAN/TONY STARK ,VISION 
VISION ,THANOS
VISION ,ANT-MAN/DR. HENRY J.
VISION ,DRAX/ARTHUR DOUGLAS
VISION ,GAMORA
GAMORA,THANOS
GAMORA,ANT-MAN/DR. HENRY J.
GAMORA,DRAX/ARTHUR DOUGLAS
DRAX/ARTHUR DOUGLAS,THANOS
DRAX/ARTHUR DOUGLAS,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,THANOS
VISION ,GAMORA
VISION ,THANOS
VISION ,BLACK WIDOW/NATASHA 
VISION ,SPIDER-MAN/PETER PAR
VISION ,DRAX/ARTHUR DOUGLAS
VISION ,DR. STRANGE/STEPHEN 
VISION ,CAPTAIN AMERICA
VISION ,HAWK
VISION ,ANT-MAN/DR. HENRY J.
VISION ,SCARLET WITCH/WANDA 
VISION ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,GAMORA
WASP/JANET VAN DYNE ,THANOS
WASP/JANET VAN DYNE ,BLACK WIDOW/NATASHA 
WASP/JANET VAN DYNE ,SPIDER-MAN/PETER PAR
WASP/JANET VAN DYNE ,DRAX/ARTHUR DOUGLAS
WASP/JANET VAN DYNE ,DR. STRANGE/STEPHEN 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,HAWK
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,GAMORA
SCARLET WITCH/WANDA ,THANOS
SCARLET WITCH/WANDA ,BLACK WIDOW/NATASHA 
SCARLET WITCH/WANDA ,SPIDER-MAN/PETER PAR
SCARLET WITCH/WANDA ,DRAX/ARTHUR DOUGLAS
SCARLET WITCH/WANDA ,DR. STRANGE/STEPHEN 
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,HAWK
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,GAMORA
ANT-MAN/DR. HENRY J.,THANOS
ANT-MAN/DR. HENRY J.,BLACK WIDOW/NATASHA 
ANT-MAN/DR. HENRY J.,SPIDER-MAN/PETER PAR
ANT-MAN/DR. HENRY J.,DRAX/ARTHUR DOUGLAS
ANT-MAN/DR. HENRY J.,DR. STRANGE/STEPHEN 
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,HAWK
HAWK,GAMORA
HAWK,THANOS
HAWK,BLACK WIDOW/NATASHA 
HAWK,SPIDER-MAN/PETER PAR
HAWK,DRAX/ARTHUR DOUGLAS
HAWK,DR. STRANGE/STEPHEN 
HAWK,CAPTAIN AMERICA
CAPTAIN AMERICA,GAMORA
CAPTAIN AMERICA,THANOS
CAPTAIN AMERICA,BLACK WIDOW/NATASHA 
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
CAPTAIN AMERICA,DRAX/ARTHUR DOUGLAS
CAPTAIN AMERICA,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,GAMORA
DR. STRANGE/STEPHEN ,THANOS
DR. STRANGE/STEPHEN ,BLACK WIDOW/NATASHA 
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR
DR. STRANGE/STEPHEN ,DRAX/ARTHUR DOUGLAS
DRAX/ARTHUR DOUGLAS,GAMORA
DRAX/ARTHUR DOUGLAS,THANOS
DRAX/ARTHUR DOUGLAS,BLACK WIDOW/NATASHA 
DRAX/ARTHUR DOUGLAS,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,GAMORA
SPIDER-MAN/PETER PAR,THANOS
SPIDER-MAN/PETER PAR,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,GAMORA
BLACK WIDOW/NATASHA ,THANOS
THANOS,GAMORA
THANOS,WASP/JANET VAN DYNE 
THANOS,SPIDER-MAN/PETER PAR
THANOS,BLACK WIDOW/NATASHA 
